"vaccine","age","sex","year","event_type","seriousness","count"
"Influenza","50-59 years","female",2021,"disability","serious",12
"Influenza","50-59 years","female",2022,"death","serious",2
"Influenza","50-59 years","female",2022,"ER","non-serious",40
"Influenza","50-59 years","female",2022,"ER","serious",17
"Influenza","50-59 years","female",2022,"hospitalized","serious",13
"Influenza","50-59 years","female",2022,"life threatening","serious",6
"Influenza","50-59 years","female",2022,"office visit","non-serious",126
"Influenza","50-59 years","female",2022,"office visit","serious",17
"Influenza","50-59 years","female",2022,"disability","serious",14
"Influenza","50-59 years","male",2013,"ER / office visit","non-serious",5
"Influenza","50-59 years","male",2013,"life threatening","serious",1
"Influenza","50-59 years","male",2014,"ER / office visit","non-serious",16
"Influenza","50-59 years","male",2014,"ER / office visit","serious",4
"Influenza","50-59 years","male",2014,"hospitalized","serious",5
"Influenza","50-59 years","male",2014,"life threatening","serious",2
"Influenza","50-59 years","male",2014,"disability","serious",2
"Influenza","50-59 years","male",2015,"ER / office visit","non-serious",18
"Influenza","50-59 years","male",2015,"ER / office visit","serious",2
"Influenza","50-59 years","male",2015,"hospitalized","serious",4
"Influenza","50-59 years","male",2015,"life threatening","serious",2
"Influenza","50-59 years","male",2015,"disability","serious",1
"Influenza","50-59 years","male",2016,"death","serious",3
"Influenza","50-59 years","male",2016,"ER / office visit","non-serious",40
"Influenza","50-59 years","male",2016,"ER / office visit","serious",14
"Influenza","50-59 years","male",2016,"hospitalized","serious",14
"Influenza","50-59 years","male",2016,"life threatening","serious",4
"Influenza","50-59 years","male",2016,"disability","serious",2
"Influenza","50-59 years","male",2017,"ER","non-serious",11
"Influenza","50-59 years","male",2017,"ER","serious",6
"Influenza","50-59 years","male",2017,"ER / office visit","non-serious",7
"Influenza","50-59 years","male",2017,"ER / office visit","serious",8
"Influenza","50-59 years","male",2017,"hospitalized","serious",11
"Influenza","50-59 years","male",2017,"life threatening","serious",4
"Influenza","50-59 years","male",2017,"office visit","non-serious",41
"Influenza","50-59 years","male",2017,"office visit","serious",6
"Influenza","50-59 years","male",2017,"disability","serious",10
"Influenza","50-59 years","male",2018,"death","serious",1
"Influenza","50-59 years","male",2018,"ER","non-serious",22
"Influenza","50-59 years","male",2018,"ER","serious",10
"Influenza","50-59 years","male",2018,"ER / office visit","non-serious",6
"Influenza","50-59 years","male",2018,"ER / office visit","serious",2
"Influenza","50-59 years","male",2018,"hospitalized","serious",18
"Influenza","50-59 years","male",2018,"life threatening","serious",4
"Influenza","50-59 years","male",2018,"office visit","non-serious",58
"Influenza","50-59 years","male",2018,"office visit","serious",8
"Influenza","50-59 years","male",2018,"disability","serious",7
"Influenza","50-59 years","male",2019,"death","serious",1
"Influenza","50-59 years","male",2019,"ER","non-serious",12
"Influenza","50-59 years","male",2019,"ER","serious",8
"Influenza","50-59 years","male",2019,"ER / office visit","non-serious",3
"Influenza","50-59 years","male",2019,"ER / office visit","serious",1
"Influenza","50-59 years","male",2019,"hospitalized","serious",11
"Influenza","50-59 years","male",2019,"life threatening","serious",2
"Influenza","50-59 years","male",2019,"office visit","non-serious",35
"Influenza","50-59 years","male",2019,"office visit","serious",6
"Influenza","50-59 years","male",2019,"disability","serious",6
"Influenza","50-59 years","male",2020,"ER","non-serious",13
"Influenza","50-59 years","male",2020,"ER","serious",2
"Influenza","50-59 years","male",2020,"hospitalized","serious",6
"Influenza","50-59 years","male",2020,"life threatening","serious",3
"Influenza","50-59 years","male",2020,"office visit","non-serious",55
"Influenza","50-59 years","male",2020,"office visit","serious",4
"Influenza","50-59 years","male",2020,"disability","serious",4
"Influenza","50-59 years","male",2021,"ER","non-serious",12
"Influenza","50-59 years","male",2021,"ER","serious",6
"Influenza","50-59 years","male",2021,"hospitalized","serious",5
"Influenza","50-59 years","male",2021,"life threatening","serious",2
"Influenza","50-59 years","male",2021,"office visit","non-serious",30
"Influenza","50-59 years","male",2021,"office visit","serious",7
"Influenza","50-59 years","male",2021,"disability","serious",6
"Influenza","50-59 years","male",2022,"death","serious",4
"Influenza","50-59 years","male",2022,"ER","non-serious",11
"Influenza","50-59 years","male",2022,"ER","serious",8
"Influenza","50-59 years","male",2022,"hospitalized","serious",13
"Influenza","50-59 years","male",2022,"life threatening","serious",5
"Influenza","50-59 years","male",2022,"office visit","non-serious",42
"Influenza","50-59 years","male",2022,"office visit","serious",9
"Influenza","50-59 years","male",2022,"disability","serious",9
"Influenza","60-64 years","female",2013,"ER / office visit","non-serious",6
"Influenza","60-64 years","female",2014,"ER / office visit","non-serious",19
"Influenza","60-64 years","female",2014,"ER / office visit","serious",1
"Influenza","60-64 years","female",2014,"life threatening","serious",2
"Influenza","60-64 years","female",2015,"ER / office visit","non-serious",36
"Influenza","60-64 years","female",2015,"ER / office visit","serious",2
"Influenza","60-64 years","female",2015,"hospitalized","serious",1
"Influenza","60-64 years","female",2015,"life threatening","serious",2
"Influenza","60-64 years","female",2016,"death","serious",2
"Influenza","60-64 years","female",2016,"ER / office visit","non-serious",55
"Influenza","60-64 years","female",2016,"ER / office visit","serious",7
"Influenza","60-64 years","female",2016,"hospitalized","serious",5
"Influenza","60-64 years","female",2016,"life threatening","serious",1
"Influenza","60-64 years","female",2016,"disability","serious",1
"Influenza","60-64 years","female",2017,"ER","non-serious",19
"Influenza","60-64 years","female",2017,"ER","serious",6
"Influenza","60-64 years","female",2017,"ER / office visit","non-serious",21
"Influenza","60-64 years","female",2017,"ER / office visit","serious",7
"Influenza","60-64 years","female",2017,"hospitalized","serious",12
"Influenza","60-64 years","female",2017,"life threatening","serious",5
"Influenza","60-64 years","female",2017,"office visit","non-serious",97
"Influenza","60-64 years","female",2017,"office visit","serious",4
"Influenza","60-64 years","female",2017,"disability","serious",3
"Influenza","60-64 years","female",2018,"death","serious",1
"Influenza","60-64 years","female",2018,"ER","non-serious",24
"Influenza","60-64 years","female",2018,"ER","serious",8
"Influenza","60-64 years","female",2018,"ER / office visit","non-serious",5
"Influenza","60-64 years","female",2018,"hospitalized","serious",9
"Influenza","60-64 years","female",2018,"life threatening","serious",1
"Influenza","60-64 years","female",2018,"office visit","non-serious",101
"Influenza","60-64 years","female",2018,"office visit","serious",9
"Influenza","60-64 years","female",2018,"disability","serious",6
"Influenza","60-64 years","female",2019,"ER","non-serious",20
"Influenza","60-64 years","female",2019,"ER","serious",4
"Influenza","60-64 years","female",2019,"ER / office visit","non-serious",1
"Influenza","60-64 years","female",2019,"hospitalized","serious",7
"Influenza","60-64 years","female",2019,"office visit","non-serious",83
"Influenza","60-64 years","female",2019,"office visit","serious",5
"Influenza","60-64 years","female",2019,"disability","serious",4
"Influenza","60-64 years","female",2020,"death","serious",2
"Influenza","60-64 years","female",2020,"ER","non-serious",19
"Influenza","60-64 years","female",2020,"ER","serious",5
"Influenza","60-64 years","female",2020,"ER / office visit","non-serious",2
"Influenza","60-64 years","female",2020,"hospitalized","serious",7
"Influenza","60-64 years","female",2020,"life threatening","serious",2
"Influenza","60-64 years","female",2020,"office visit","non-serious",90
"Influenza","60-64 years","female",2020,"office visit","serious",6
"Influenza","60-64 years","female",2020,"disability","serious",8
"Influenza","60-64 years","female",2021,"ER","non-serious",17
"Influenza","60-64 years","female",2021,"ER","serious",8
"Influenza","60-64 years","female",2021,"hospitalized","serious",9
"Influenza","60-64 years","female",2021,"life threatening","serious",3
"Influenza","60-64 years","female",2021,"office visit","non-serious",47
"Influenza","60-64 years","female",2021,"office visit","serious",9
"Influenza","60-64 years","female",2021,"disability","serious",6
"Influenza","60-64 years","female",2022,"death","serious",2
"Influenza","60-64 years","female",2022,"ER","non-serious",24
"Influenza","60-64 years","female",2022,"ER","serious",12
"Influenza","60-64 years","female",2022,"hospitalized","serious",14
"Influenza","60-64 years","female",2022,"life threatening","serious",5
"Influenza","60-64 years","female",2022,"office visit","non-serious",59
"Influenza","60-64 years","female",2022,"office visit","serious",9
"Influenza","60-64 years","female",2022,"disability","serious",5
"Influenza","60-64 years","male",2014,"ER / office visit","non-serious",6
"Influenza","60-64 years","male",2014,"ER / office visit","serious",1
"Influenza","60-64 years","male",2014,"hospitalized","serious",2
"Influenza","60-64 years","male",2015,"ER / office visit","non-serious",18
"Influenza","60-64 years","male",2015,"ER / office visit","serious",3
"Influenza","60-64 years","male",2015,"hospitalized","serious",4
"Influenza","60-64 years","male",2016,"ER / office visit","non-serious",18
"Influenza","60-64 years","male",2016,"ER / office visit","serious",9
"Influenza","60-64 years","male",2016,"hospitalized","serious",7
"Influenza","60-64 years","male",2016,"life threatening","serious",4
"Influenza","60-64 years","male",2016,"disability","serious",3
"Influenza","60-64 years","male",2017,"ER","non-serious",7
"Influenza","60-64 years","male",2017,"ER","serious",5
"Influenza","60-64 years","male",2017,"ER / office visit","non-serious",11
"Influenza","60-64 years","male",2017,"ER / office visit","serious",2
"Influenza","60-64 years","male",2017,"hospitalized","serious",8
"Influenza","60-64 years","male",2017,"life threatening","serious",1
"Influenza","60-64 years","male",2017,"office visit","non-serious",27
"Influenza","60-64 years","male",2017,"office visit","serious",4
"Influenza","60-64 years","male",2017,"disability","serious",8
"Influenza","60-64 years","male",2018,"death","serious",1
"Influenza","60-64 years","male",2018,"ER","non-serious",7
"Influenza","60-64 years","male",2018,"ER","serious",9
"Influenza","60-64 years","male",2018,"ER / office visit","non-serious",2
"Influenza","60-64 years","male",2018,"hospitalized","serious",9
"Influenza","60-64 years","male",2018,"life threatening","serious",5
"Influenza","60-64 years","male",2018,"office visit","non-serious",22
"Influenza","60-64 years","male",2018,"office visit","serious",11
"Influenza","60-64 years","male",2018,"disability","serious",9
"Influenza","60-64 years","male",2019,"ER","non-serious",4
"Influenza","60-64 years","male",2019,"ER","serious",9
"Influenza","60-64 years","male",2019,"ER / office visit","serious",1
"Influenza","60-64 years","male",2019,"hospitalized","serious",10
